,price
2142,49.71
2143,54.89
2144,56.49
2145,56.34
2146,57.64
2147,55.06
2148,54.65
2149,54.34
2150,53.19
2151,52.99
2152,53.06
2153,54.78
2154,54.44
2155,63.0
2156,57.0
2157,49.32
2158,38.26
2159,38.54
2160,48.9
2161,37.11
2162,34.54
2163,34.1
2164,35.54
2165,38.84
2166,51.53
2167,63.16
2168,74.46
2169,72.4
2170,72.37
2171,72.23
2172,70.5
2173,63.28
2174,62.33
2175,61.57
2176,64.16
2177,64.54
2178,60.77
2179,69.51
2180,65.63
2181,54.96
2182,49.77
2183,44.63
2184,46.69
2185,41.64
2186,35.48
2187,34.87
2188,35.1
2189,36.36
2190,39.77
2191,46.85
2192,53.69
2193,55.2
2194,55.69
2195,55.56
2196,50.09
2197,49.06
2198,48.52
2199,48.34
2200,48.49
2201,49.03
2202,55.04
2203,65.72
2204,62.46
2205,54.83
2206,47.91
2207,47.74
2208,40.38
2209,37.1
2210,35.77
2211,35.26
2212,35.16
2213,35.09
2214,34.57
2215,36.65
2216,42.24
2217,43.49
2218,48.28
2219,46.34
2220,45.64
2221,44.15
2222,43.04
2223,43.61
2224,45.01
2225,46.54
2226,48.85
2227,66.17
2228,64.28
2229,55.76
2230,46.35
2231,39.66
2232,39.9
2233,36.94
2234,34.16
2235,33.89
2236,35.1
2237,40.38
2238,48.4
2239,56.03
2240,60.57
2241,62.23
2242,61.77
2243,62.59
2244,61.64
2245,59.82
2246,58.65
2247,58.64
2248,60.33
2249,60.45
2250,59.15
2251,63.37
2252,61.34
2253,50.4
2254,44.12
2255,42.9
2256,38.49
2257,35.4
2258,33.19
2259,32.4
2260,33.97
2261,37.78
2262,59.33
2263,56.87
2264,60.98
2265,61.41
2266,62.78
2267,62.39
2268,61.37
2269,60.89
2270,60.1
2271,59.51
2272,60.78
2273,67.0
2274,60.28
2275,69.36
2276,65.35
2277,61.55
2278,46.49
2279,43.19
2280,39.58
2281,37.14
2282,35.25
2283,34.85
2284,36.26
2285,40.71
2286,49.13
2287,56.03
2288,52.02
2289,52.42
2290,52.27
2291,51.86
2292,52.0
2293,52.18
2294,50.06
2295,52.15
2296,51.21
2297,52.19
2298,48.76
2299,59.55
2300,59.88
2301,54.54
2302,43.67
2303,47.28
2304,39.73
2305,37.09
2306,35.47
2307,34.56
2308,35.83
2309,39.15
2310,52.75
2311,58.37
2312,58.9
2313,61.12
2314,62.3
2315,60.89
2316,59.85
2317,60.11
2318,58.16
2319,57.69
2320,58.11
2321,57.68
2322,57.29
2323,62.65
2324,65.28
2325,56.29
2326,45.15
2327,42.79
2328,44.28
2329,36.23
2330,35.1
2331,34.3
2332,36.1
2333,37.37
2334,50.1
2335,56.67
2336,58.15
2337,59.57
2338,59.97
2339,60.34
2340,57.18
2341,56.36
2342,55.14
2343,55.0
2344,54.87
2345,54.83
2346,52.66
2347,57.82
2348,57.37
2349,52.1
2350,47.47
2351,43.07
2352,49.69
2353,46.61
2354,37.02
2355,35.79
2356,36.85
2357,38.47
2358,41.05
2359,46.52
2360,54.37
2361,62.47
2362,61.91
2363,59.47
2364,54.91
2365,52.74
2366,51.52
2367,51.76
2368,50.77
2369,53.8
2370,52.8
2371,63.46
2372,63.95
2373,53.24
2374,50.34
2375,49.39
2376,39.2
2377,34.04
2378,32.93
2379,32.14
2380,31.87
2381,33.05
2382,34.92
2383,35.67
2384,47.23
2385,49.89
2386,54.5
2387,54.46
2388,53.03
2389,52.83
2390,51.73
2391,50.26
2392,52.26
2393,54.96
2394,56.22
2395,72.7
2396,79.12
2397,54.73
2398,46.07
2399,43.9
2400,33.39
2401,29.81
2402,29.77
2403,28.17
2404,28.81
2405,34.6
2406,54.42
2407,61.54
2408,69.0
2409,85.08
2410,86.65
2411,86.95
2412,86.2
2413,90.51
2414,90.54
2415,90.77
2416,91.0
2417,100.06
2418,77.97
2419,86.28
2420,84.69
2421,65.23
2422,52.02
2423,42.49
2424,33.45
2425,31.65
2426,31.25
2427,30.54
2428,31.32
2429,34.43
2430,45.51
2431,56.12
2432,62.15
2433,62.19
2434,66.56
2435,65.0
2436,64.75
2437,63.64
2438,63.7
2439,63.47
2440,63.33
2441,65.0
2442,59.64
2443,68.89
2444,67.15
2445,53.65
2446,42.9
2447,39.76
2448,31.53
2449,30.99
2450,30.25
2451,29.1
2452,29.8
2453,30.84
2454,41.8
2455,54.81
2456,58.87
2457,61.09
2458,61.41
2459,61.33
2460,61.1
2461,60.92
2462,60.78
2463,60.78
2464,60.7
2465,60.78
2466,57.7
2467,64.33
2468,66.04
2469,54.47
2470,43.15
2471,38.75
2472,37.32
2473,35.51
2474,33.46
2475,32.17
2476,33.74
2477,38.16
2478,45.23
2479,57.62
2480,61.03
2481,61.34
2482,61.6
2483,61.64
2484,61.42
2485,61.43
2486,61.16
2487,61.11
2488,61.11
2489,60.7
2490,57.94
2491,61.88
2492,65.56
2493,55.83
2494,50.43
2495,38.16
2496,36.2
2497,34.13
2498,32.49
2499,31.39
2500,33.1
2501,37.2
2502,44.69
2503,57.6
2504,57.43
2505,58.85
2506,60.99
2507,58.79
2508,60.09
2509,58.58
2510,56.47
2511,55.97
2512,56.29
2513,55.57
2514,49.78
2515,58.56
2516,64.14
2517,44.47
2518,41.48
2519,37.93
2520,37.37
2521,36.14
2522,34.23
2523,33.56
2524,34.03
2525,34.35
2526,35.96
2527,37.39
2528,45.17
2529,55.05
2530,58.18
2531,54.8
2532,49.13
2533,47.29
2534,45.51
2535,44.89
2536,50.3
2537,51.67
2538,50.53
2539,55.47
2540,63.04
2541,47.58
2542,46.46
2543,43.8
2544,39.1
2545,35.87
2546,33.67
2547,34.0
2548,34.07
2549,33.51
2550,34.05
2551,35.31
2552,40.8
2553,45.25
2554,46.87
2555,46.26
2556,45.65
2557,46.6
2558,46.41
2559,48.14
2560,47.39
2561,51.09
2562,51.79
2563,60.26
2564,75.85
2565,54.18
2566,44.47
2567,39.7
2568,35.65
2569,33.37
2570,32.5
2571,31.59
2572,34.52
2573,36.48
2574,48.56
2575,58.54
2576,58.23
2577,61.07
2578,62.21
2579,67.93
2580,60.51
2581,64.37
2582,61.08
2583,63.62
2584,63.03
2585,62.45
2586,57.64
2587,60.9
2588,70.0
2589,52.4
2590,44.76
2591,36.27
2592,36.25
2593,33.71
2594,31.86
2595,30.75
2596,33.1
2597,36.27
2598,42.01
2599,56.94
2600,57.78
2601,59.22
2602,59.79
2603,59.9
2604,59.44
2605,59.51
2606,58.61
2607,58.41
2608,58.63
2609,58.65
2610,55.86
2611,63.84
2612,66.03
2613,52.19
2614,42.28
2615,42.84
2616,36.54
2617,33.27
2618,32.44
2619,31.8
2620,33.04
2621,37.08
2622,42.92
2623,54.18
2624,58.09
2625,62.5
2626,64.0
2627,65.19
2628,64.07
2629,64.12
2630,64.03
2631,66.81
2632,64.06
2633,66.62
2634,61.09
2635,62.82
2636,67.68
2637,55.89
2638,43.52
2639,40.12
2640,36.7
2641,34.02
2642,31.55
2643,31.17
2644,33.02
2645,36.96
2646,41.6
2647,49.11
2648,56.8
2649,60.43
2650,63.88
2651,65.01
2652,63.21
2653,63.49
2654,61.18
2655,60.83
2656,62.11
2657,62.75
2658,59.05
2659,65.7
2660,75.12
2661,61.13
2662,51.87
2663,38.15
2664,40.72
2665,36.64
2666,34.68
2667,33.96
2668,35.35
2669,39.14
2670,57.28
2671,58.33
2672,61.01
2673,63.55
2674,68.54
2675,76.74
2676,64.79
2677,63.42
2678,61.52
2679,60.67
2680,60.57
2681,60.52
2682,58.68
2683,61.5
2684,65.68
2685,60.46
2686,54.44
2687,44.45
2688,40.82
2689,46.51
2690,44.54
2691,42.09
2692,39.87
2693,35.75
2694,41.1
2695,49.83
2696,59.7
2697,62.77
2698,65.9
2699,67.41
2700,63.66
2701,61.28
2702,61.21
2703,61.0
2704,61.06
2705,61.09
2706,62.95
2707,66.41
2708,68.0
2709,62.72
2710,58.72
2711,58.46
2712,38.3
2713,36.03
2714,33.92
2715,31.93
2716,31.88
2717,32.08
2718,32.21
2719,35.87
2720,39.33
2721,46.27
2722,47.15
2723,51.62
2724,48.84
2725,54.67
2726,49.93
2727,45.46
2728,49.46
2729,49.9
2730,57.21
2731,61.49
2732,74.0
2733,60.8
2734,52.94
2735,39.08
2736,40.42
2737,34.84
2738,34.02
2739,33.5
2740,35.45
2741,39.1
2742,54.01
2743,56.43
2744,58.43
2745,59.84
2746,60.89
2747,60.26
2748,59.88
2749,59.94
2750,59.81
2751,59.47
2752,59.65
2753,59.48
2754,57.14
2755,57.5
2756,60.55
2757,54.77
2758,49.65
2759,43.35
2760,39.77
2761,35.61
2762,34.17
2763,33.26
2764,34.46
2765,37.48
2766,45.96
2767,54.13
2768,56.99
2769,58.25
2770,60.19
2771,60.32
2772,60.49
2773,60.8
2774,60.39
2775,60.39
2776,60.53
2777,60.25
2778,58.7
2779,59.69
2780,62.61
2781,56.59
2782,54.06
2783,52.43
2784,49.13
2785,35.91
2786,33.54
2787,32.91
2788,33.98
2789,37.17
2790,52.3
2791,56.37
2792,56.48
2793,59.45
2794,63.78
2795,65.75
2796,67.51
2797,70.98
2798,70.0
2799,70.0
2800,70.0
2801,68.78
2802,59.62
2803,58.27
2804,60.8
2805,56.53
2806,54.75
2807,53.61
2808,51.24
2809,35.29
2810,31.71
2811,31.75
2812,33.57
2813,35.99
2814,53.11
2815,55.68
2816,57.38
2817,62.4
2818,62.1
2819,65.27
2820,70.0
2821,85.21
2822,90.48
2823,80.42
2824,70.17
2825,68.19
2826,58.92
2827,57.28
2828,62.5
2829,55.97
2830,54.7
2831,52.55
2832,38.24
2833,35.3
2834,33.53
2835,32.73
2836,33.64
2837,37.85
2838,50.45
2839,53.97
2840,55.84
2841,57.38
2842,57.35
2843,58.29
2844,57.32
2845,59.57
2846,59.54
2847,59.53
2848,56.05
2849,55.29
2850,54.41
2851,54.17
2852,55.31
2853,53.6
2854,52.84
2855,40.31
2856,37.23
2857,33.82
2858,34.5
2859,33.64
2860,34.52
2861,33.72
2862,37.18
2863,39.01
2864,42.27
2865,47.61
2866,51.65
2867,50.32
2868,51.59
2869,51.57
2870,51.56
2871,51.54
2872,51.4
2873,51.56
2874,49.19
2875,49.66
2876,56.94
2877,49.47
2878,50.15
2879,49.17
2880,49.77
2881,43.09
2882,38.42
2883,36.48
2884,38.28
2885,34.59
2886,35.05
2887,37.68
2888,48.66
2889,49.98
2890,52.3
2891,52.94
2892,52.9
2893,52.89
2894,52.55
2895,54.02
2896,54.31
2897,52.94
2898,53.56
2899,56.47
2900,75.0
2901,54.6
2902,49.69
2903,51.88
2904,39.17
2905,34.69
2906,31.23
2907,31.84
2908,34.73
2909,39.28
2910,49.45
2911,55.6
2912,65.0
2913,76.15
2914,81.66
2915,84.01
2916,74.31
2917,73.15
2918,71.67
2919,73.74
2920,71.18
2921,64.33
2922,56.62
2923,56.96
2924,65.0
2925,54.86
2926,52.27
2927,47.97
2928,38.48
2929,35.09
2930,31.29
2931,31.82
2932,32.66
2933,38.47
2934,42.39
2935,54.21
2936,57.08
2937,59.61
2938,61.04
2939,61.86
2940,62.47
2941,65.0
2942,65.0
2943,65.0
2944,65.0
2945,60.39
2946,57.23
2947,56.56
2948,65.0
2949,54.97
2950,47.97
2951,43.21
2952,37.27
2953,34.74
2954,34.59
2955,34.16
2956,34.39
2957,36.86
2958,50.97
2959,57.76
2960,63.46
2961,63.54
2962,63.67
2963,65.91
2964,61.84
2965,61.97
2966,63.61
2967,61.53
2968,61.63
2969,61.69
2970,56.54
2971,56.59
2972,62.96
2973,56.22
2974,50.7
2975,39.97
2976,38.27
2977,34.66
2978,34.57
2979,33.26
2980,34.43
2981,37.47
2982,45.88
2983,57.88
2984,61.26
2985,62.11
2986,63.53
2987,63.61
2988,65.05
2989,70.0
2990,63.08
2991,65.03
2992,62.6
2993,61.43
2994,57.13
2995,58.32
2996,64.11
2997,57.09
2998,51.0
2999,39.91
3000,36.88
3001,34.07
3002,33.08
3003,31.95
3004,34.09
3005,35.56
3006,44.27
3007,56.62
3008,60.11
3009,61.43
3010,68.0
3011,67.0
3012,65.92
3013,67.0
3014,67.72
3015,71.6
3016,61.34
3017,60.6
3018,56.76
3019,55.55
3020,64.28
3021,56.97
3022,51.73
3023,40.45
3024,50.64
3025,44.55
3026,35.57
3027,36.41
3028,36.68
3029,34.88
3030,35.6
3031,35.73
3032,40.11
3033,49.34
3034,54.78
3035,54.36
3036,53.34
3037,52.35
3038,49.55
3039,47.37
3040,49.21
3041,45.87
3042,45.59
3043,50.67
3044,62.45
3045,51.16
3046,40.1
3047,39.2
3048,51.51
3049,35.16
3050,32.99
3051,31.62
3052,32.48
3053,30.12
3054,30.66
3055,32.68
3056,38.38
3057,44.54
3058,44.59
3059,45.46
3060,44.89
3061,45.08
3062,44.75
3063,44.46
3064,44.87
3065,45.4
3066,45.26
3067,46.95
3068,60.52
3069,48.42
3070,42.95
3071,37.51
3072,34.73
3073,31.59
3074,31.5
3075,30.98
3076,31.81
3077,34.88
3078,39.02
3079,48.24
3080,50.61
3081,53.57
3082,56.84
3083,59.22
3084,59.9
3085,58.09
3086,56.81
3087,57.44
3088,59.31
3089,55.81
3090,50.04
3091,51.84
3092,64.23
3093,49.43
3094,43.45
3095,37.56
3096,35.33
3097,32.56
3098,32.19
3099,30.84
3100,31.96
3101,35.74
3102,40.21
3103,45.78
3104,51.08
3105,52.41
3106,55.28
3107,55.99
3108,56.36
3109,57.14
3110,56.27
3111,56.06
3112,56.05
3113,53.94
3114,49.18
3115,49.51
3116,58.25
3117,46.39
3118,38.13
3119,36.68
3120,36.8
3121,33.48
3122,31.77
3123,31.19
3124,32.52
3125,36.22
3126,41.7
3127,42.32
3128,50.01
3129,51.79
3130,56.23
3131,56.65
3132,55.18
3133,55.33
3134,55.04
3135,56.3
3136,54.46
3137,54.44
3138,49.82
3139,49.95
3140,55.12
3141,44.55
3142,37.4
3143,38.54
3144,33.59
3145,32.08
3146,30.16
3147,29.86
3148,28.69
3149,34.9
3150,41.11
3151,44.57
3152,48.77
3153,51.09
3154,53.53
3155,58.27
3156,58.04
3157,58.84
3158,58.41
3159,58.38
3160,58.65
3161,54.5
3162,48.81
3163,47.78
3164,54.19
3165,47.04
3166,43.29
3167,40.0
3168,33.85
3169,31.4
3170,30.89
3171,29.99
3172,30.7
3173,34.58
3174,40.68
3175,44.01
3176,49.94
3177,52.61
3178,55.15
3179,57.42
3180,58.0
3181,58.47
3182,57.85
3183,58.0
3184,57.61
3185,56.26
3186,48.73
3187,47.08
3188,52.93
3189,45.76
3190,40.38
3191,39.17
3192,35.14
3193,31.79
3194,32.07
3195,31.54
3196,30.65
3197,31.45
3198,33.02
3199,36.52
3200,41.22
3201,44.74
3202,47.51
3203,48.12
3204,47.59
3205,46.29
3206,44.42
3207,44.42
3208,44.19
3209,43.74
3210,42.39
3211,45.28
3212,52.92
3213,46.42
3214,39.95
3215,36.08
3216,34.86
3217,31.6
3218,30.56
3219,30.12
3220,30.36
3221,29.46
3222,29.77
3223,32.35
3224,39.73
3225,41.94
3226,46.11
3227,46.54
3228,47.01
3229,45.53
3230,42.07
3231,43.95
3232,44.0
3233,45.25
3234,45.15
3235,49.46
3236,56.03
3237,46.78
3238,40.79
3239,36.22
3240,35.42
3241,33.28
3242,31.21
3243,31.24
3244,32.88
3245,36.3
3246,41.2
3247,46.21
3248,49.69
3249,53.21
3250,59.67
3251,65.08
3252,65.45
3253,65.19
3254,60.58
3255,60.29
3256,58.15
3257,56.19
3258,50.92
3259,51.03
3260,57.18
3261,47.77
3262,39.33
3263,38.8
3264,35.45
3265,32.92
3266,30.57
3267,30.11
3268,31.59
3269,35.86
3270,40.63
3271,44.04
3272,49.13
3273,53.1
3274,56.82
3275,56.81
3276,56.49
3277,57.84
3278,56.95
3279,55.28
3280,54.7
3281,54.25
3282,50.32
3283,50.4
3284,57.07
3285,49.37
3286,38.59
3287,37.48
3288,36.11
3289,33.06
3290,30.7
3291,33.35
3292,34.07
3293,35.78
3294,40.32
3295,45.16
3296,48.64
3297,52.94
3298,56.0
3299,54.79
3300,55.09
3301,56.96
3302,56.0
3303,56.0
3304,54.3
3305,53.29
3306,49.99
3307,50.46
3308,54.02
3309,48.3
3310,39.77
3311,38.39
3312,38.5
3313,35.44
3314,34.18
3315,32.2
3316,33.72
3317,36.19
3318,40.44
3319,44.6
3320,48.41
3321,52.64
3322,56.0
3323,56.85
3324,57.53
3325,58.2
3326,60.26
3327,57.5
3328,56.32
3329,54.61
3330,49.91
3331,49.88
3332,55.99
3333,47.64
3334,38.41
3335,38.62
3336,37.17
3337,35.07
3338,34.34
3339,32.33
3340,33.17
3341,36.85
3342,41.22
3343,40.9
3344,49.0
3345,52.0
3346,57.39
3347,59.78
3348,57.92
3349,59.0
3350,57.96
3351,58.38
3352,57.34
3353,54.68
3354,50.6
3355,49.45
3356,54.52
3357,46.37
3358,38.21
3359,39.56
3360,35.15
3361,31.26
3362,31.17
3363,30.15
3364,30.19
3365,30.07
3366,30.94
3367,33.47
3368,36.55
3369,40.9
3370,43.5
3371,43.69
3372,43.82
3373,43.91
3374,44.98
3375,44.14
3376,44.21
3377,44.19
3378,42.66
3379,45.19
3380,48.77
3381,45.81
3382,39.96
3383,37.39
3384,38.08
3385,34.95
3386,32.5
3387,31.28
3388,31.21
3389,30.53
3390,30.59
3391,33.55
3392,37.54
3393,40.82
3394,41.53
3395,43.68
3396,45.18
3397,44.67
3398,44.2
3399,44.87
3400,47.54
3401,46.89
3402,46.09
3403,47.06
3404,51.46
3405,46.01
3406,41.12
3407,38.67
3408,37.24
3409,34.46
3410,32.79
3411,32.15
3412,32.94
3413,36.07
3414,39.84
3415,45.2
3416,48.56
3417,53.07
3418,54.68
3419,61.15
3420,62.0
3421,63.41
3422,65.0
3423,65.0
3424,67.68
3425,65.0
3426,57.64
3427,56.48
3428,64.64
3429,52.1
3430,42.38
3431,39.32
3432,37.56
3433,33.43
3434,30.32
3435,30.15
3436,30.21
3437,35.15
3438,40.53
3439,42.23
3440,50.53
3441,56.94
3442,62.93
3443,69.16
3444,70.7
3445,86.66
3446,88.17
3447,88.97
3448,89.87
3449,84.32
3450,68.8
3451,62.74
3452,71.57
3453,54.33
3454,42.25
3455,40.5
3456,38.51
3457,34.41
3458,31.8
3459,30.39
3460,31.04
3461,35.42
3462,40.79
3463,41.26
3464,48.46
3465,53.34
3466,55.47
3467,57.91
3468,62.62
3469,67.9
3470,71.18
3471,77.35
3472,69.69
3473,66.27
3474,55.8
3475,51.54
3476,57.67
3477,51.09
3478,41.72
3479,38.96
3480,37.07
3481,32.45
3482,30.42
3483,29.59
3484,29.72
3485,33.38
3486,40.73
3487,40.41
3488,45.81
3489,53.85
3490,60.18
3491,60.69
3492,64.36
3493,64.89
3494,68.36
3495,72.21
3496,64.84
3497,63.35
3498,56.11
3499,53.64
3500,53.95
3501,50.61
3502,41.38
3503,39.08
3504,40.72
3505,35.75
3506,33.98
3507,33.06
3508,32.87
3509,36.19
3510,39.39
3511,46.73
3512,52.96
3513,57.58
3514,65.48
3515,72.3
3516,76.86
3517,84.5
3518,91.04
3519,97.0
3520,87.12
3521,77.28
3522,65.84
3523,59.89
3524,62.9
3525,56.49
3526,46.92
3527,40.31
3528,41.99
3529,39.95
3530,36.04
3531,34.76
3532,33.22
3533,33.92
3534,35.03
3535,37.07
3536,40.68
3537,48.18
3538,51.16
3539,53.87
3540,54.37
3541,54.56
3542,54.24
3543,54.76
3544,54.57
3545,53.61
3546,52.2
3547,53.02
3548,55.1
3549,51.44
3550,42.55
3551,41.16
3552,38.25
3553,35.39
3554,32.83
3555,30.99
3556,30.81
3557,30.38
3558,29.05
3559,29.26
3560,37.83
3561,41.17
3562,42.73
3563,43.77
3564,47.75
3565,49.1
3566,49.09
3567,51.23
3568,52.76
3569,52.79
3570,49.43
3571,49.92
3572,54.32
3573,49.59
3574,42.53
3575,41.09
3576,40.12
3577,36.33
3578,33.25
3579,31.68
3580,30.98
3581,30.42
3582,29.93
3583,35.3
3584,38.44
3585,47.04
3586,53.1
3587,56.04
3588,60.64
3589,62.58
3590,66.68
3591,74.28
3592,79.87
3593,70.32
3594,63.03
3595,61.2
3596,64.57
3597,60.77
3598,50.29
3599,43.04
3600,45.0
3601,39.83
3602,38.47
3603,38.97
3604,39.08
3605,40.46
3606,43.74
3607,58.45
3608,62.79
3609,65.65
3610,83.66
3611,95.83
3612,107.34
3613,117.78
3614,126.31
3615,140.56
3616,145.37
3617,122.3
3618,101.1
3619,85.46
3620,84.94
3621,65.95
3622,57.25
3623,44.97
3624,44.16
3625,40.13
3626,36.8
3627,36.4
3628,36.3
3629,38.76
3630,43.06
3631,47.54
3632,58.0
3633,59.97
3634,61.39
3635,76.77
3636,93.86
3637,108.61
3638,130.27
3639,145.26
3640,143.84
3641,121.1
3642,92.0
3643,72.56
3644,69.0
3645,60.58
3646,56.94
3647,43.23
3648,42.79
3649,39.17
3650,37.2
3651,35.24
3652,35.69
3653,36.61
3654,42.7
3655,43.53
3656,52.25
3657,59.9
3658,62.78
3659,64.72
3660,66.49
3661,67.95
3662,69.51
3663,74.09
3664,71.62
3665,67.76
3666,63.0
3667,61.1
3668,62.31
3669,57.75
3670,43.22
3671,41.13
3672,35.8
3673,33.19
3674,29.1
3675,29.02
3676,27.67
3677,30.15
3678,39.1
3679,42.75
3680,49.82
3681,53.8
3682,61.0
3683,62.55
3684,64.45
3685,65.57
3686,66.03
3687,66.47
3688,66.46
3689,64.26
3690,57.4
3691,54.41
3692,53.23
3693,47.05
3694,40.39
3695,38.11
3696,39.54
3697,28.56
3698,28.86
3699,27.22
3700,27.09
3701,27.19
3702,29.12
3703,33.11
3704,38.96
3705,42.5
3706,52.03
3707,54.31
3708,55.06
3709,55.34
3710,54.64
3711,55.76
3712,56.52
3713,56.15
3714,52.7
3715,51.31
3716,54.89
3717,51.78
3718,42.31
3719,39.14
3720,40.05
3721,36.81
3722,31.27
3723,28.09
3724,27.74
3725,26.77
3726,28.93
3727,33.53
3728,37.88
3729,41.19
3730,43.66
3731,45.29
3732,47.84
3733,49.3
3734,51.59
3735,51.9
3736,53.09
3737,51.54
3738,49.02
3739,47.38
3740,52.29
3741,50.28
3742,42.77
3743,40.48
3744,37.68
3745,34.23
3746,31.78
3747,29.47
3748,30.68
3749,33.91
3750,41.71
3751,47.91
3752,51.7
3753,58.17
3754,59.15
3755,63.1
3756,70.65
3757,72.45
3758,72.89
3759,73.9
3760,77.77
3761,70.87
3762,59.38
3763,58.52
3764,57.71
3765,55.3
3766,49.7
3767,41.17
3768,42.07
3769,39.36
3770,35.92
3771,34.66
3772,35.0
3773,37.62
3774,42.25
3775,46.8
3776,52.33
3777,57.62
3778,60.45
3779,61.47
3780,70.23
3781,74.61
3782,80.51
3783,94.9
3784,99.0
3785,81.26
3786,65.3
3787,62.47
3788,67.19
3789,64.53
3790,51.24
3791,47.17
3792,51.43
3793,48.94
3794,42.71
3795,41.64
3796,41.71
3797,43.57
3798,47.67
3799,55.67
3800,62.24
3801,70.04
3802,81.04
3803,101.01
3804,136.5
3805,144.51
3806,178.94
3807,190.83
3808,196.09
3809,180.01
3810,122.2
3811,94.8
3812,97.95
3813,80.17
3814,70.5
3815,61.84
3816,70.58
3817,59.74
3818,59.12
3819,54.26
3820,49.52
3821,48.94
3822,61.67
3823,66.96
3824,69.84
3825,88.11
3826,110.33
3827,193.4
3828,211.4
3829,264.47
3830,325.73
3831,336.62
3832,342.91
3833,331.89
3834,231.93
3835,195.04
3836,194.73
3837,166.53
3838,108.84
3839,71.9
3840,70.52
3841,49.11
3842,43.23
3843,42.5
3844,41.53
3845,43.48
3846,51.66
3847,64.96
3848,68.29
3849,76.14
3850,80.4
3851,83.32
3852,84.16
3853,104.59
3854,123.67
3855,135.88
3856,130.68
3857,104.51
3858,89.37
3859,81.75
3860,79.6
3861,73.75
3862,63.62
3863,56.14
3864,43.84
3865,40.5
3866,36.17
3867,33.98
3868,33.65
3869,32.35
3870,34.43
3871,39.15
3872,42.38
3873,43.98
3874,56.83
3875,58.57
3876,60.73
3877,62.46
3878,63.82
3879,66.62
3880,66.67
3881,66.05
3882,59.74
3883,57.43
3884,58.13
3885,53.96
3886,43.72
3887,41.37
3888,42.47
3889,38.7
3890,34.58
3891,34.09
3892,33.16
3893,29.99
3894,32.18
3895,32.58
3896,37.46
3897,42.43
3898,48.1
3899,54.47
3900,58.03
3901,61.73
3902,63.14
3903,67.61
3904,67.23
3905,61.88
3906,57.9
3907,57.61
3908,56.64
3909,54.78
3910,50.73
3911,45.92
3912,38.94
3913,35.51
3914,31.35
3915,30.12
3916,30.31
3917,32.76
3918,40.46
3919,42.48
3920,48.72
3921,56.92
3922,59.94
3923,60.94
3924,61.1
3925,63.37
3926,65.53
3927,68.94
3928,67.77
3929,62.6
3930,59.98
3931,57.58
3932,57.35
3933,55.1
3934,47.15
3935,41.07
3936,36.0
3937,32.24
3938,29.65
3939,28.79
3940,28.85
3941,31.48
3942,39.43
3943,41.77
3944,46.92
3945,51.23
3946,55.83
3947,59.38
3948,62.93
3949,67.3
3950,72.07
3951,66.06
3952,66.18
3953,64.93
3954,56.3
3955,54.66
3956,53.8
3957,51.39
3958,47.36
3959,38.58
3960,32.85
3961,29.52
3962,26.68
3963,25.39
3964,26.29
3965,28.33
3966,38.53
3967,39.28
3968,41.18
3969,47.12
3970,53.37
3971,54.92
3972,59.23
3973,62.04
3974,66.0
3975,75.95
3976,80.39
3977,68.19
3978,58.01
3979,54.4
3980,57.08
3981,53.29
3982,44.35
3983,38.85
3984,37.93
3985,31.52
3986,28.54
3987,27.26
3988,27.68
3989,30.43
3990,39.37
3991,46.27
3992,46.49
3993,51.7
3994,56.57
3995,61.75
3996,67.54
3997,69.72
3998,78.55
3999,88.59
4000,89.26
4001,81.09
4002,59.85
4003,56.99
4004,57.57
4005,52.68
4006,49.1
4007,43.6
4008,37.28
4009,31.65
4010,27.59
4011,25.73
4012,26.24
4013,29.7
4014,37.61
4015,41.97
4016,44.37
4017,50.34
4018,56.21
4019,58.49
4020,62.33
4021,62.44
4022,71.92
4023,82.48
4024,66.73
4025,62.26
4026,55.37
4027,53.35
4028,57.23
4029,54.15
4030,49.82
4031,39.61
4032,45.17
4033,38.16
4034,34.58
4035,32.49
4036,31.12
4037,30.9
4038,33.94
4039,35.89
4040,44.09
4041,47.42
4042,51.11
4043,54.59
4044,57.35
4045,62.97
4046,66.85
4047,69.69
4048,70.48
4049,63.86
4050,57.2
4051,56.33
4052,56.5
4053,54.8
4054,49.54
4055,49.35
4056,45.64
4057,38.46
4058,36.43
4059,33.71
4060,32.15
4061,32.07
4062,32.45
4063,35.52
4064,40.57
4065,47.84
4066,54.7
4067,57.74
4068,62.76
4069,64.56
4070,71.9
4071,77.92
4072,74.51
4073,67.19
4074,62.76
4075,61.9
4076,62.11
4077,60.52
4078,53.97
4079,49.52
4080,37.69
4081,33.34
4082,30.76
4083,29.75
4084,30.51
4085,33.38
4086,38.14
4087,45.9
4088,52.07
4089,57.18
4090,61.03
4091,62.78
4092,62.97
4093,67.17
4094,82.78
4095,90.95
4096,89.45
4097,72.74
4098,63.31
4099,61.67
4100,62.0
4101,58.73
4102,50.56
4103,41.12
4104,39.24
4105,35.24
4106,29.68
4107,27.2
4108,27.07
4109,34.53
4110,39.2
4111,41.72
4112,50.62
4113,55.46
4114,60.18
4115,63.69
4116,68.51
4117,77.81
4118,100.27
4119,113.98
4120,125.23
4121,88.21
4122,69.45
4123,64.25
4124,65.15
4125,63.55
4126,55.74
4127,48.4
4128,40.65
4129,33.62
4130,29.57
4131,27.97
4132,28.65
4133,33.4
4134,42.92
4135,45.17
4136,48.89
4137,54.8
4138,56.88
4139,63.11
4140,68.3
